id,title,type,description,release_year,age_certification,runtime,genres,contains_US,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm321295,Woodshock,MOVIE,"Theresa, a haunted young woman spiraling in the wake of profound loss, is torn between her fractured emotional state and the reality-altering effects of a potent cannabinoid drug.",2017,R,100,"['thriller', 'horror', 'drama', 'fantasy']",US,['US'],,tt4677924,4.2,1933,7.203,4.6
tm233294,War Machine,MOVIE,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,2017,R,122,"['drama', 'comedy', 'war']",US,['US'],,tt4758646,6,45972,14.317,5.5
tm324155,Security,MOVIE,"An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.",2017,R,87,"['crime', 'thriller', 'action', 'european']",US,['US'],,tt3501112,5.7,18618,26.587,6.1
tm289181,Newness,MOVIE,"In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",2017,,112,"['drama', 'romance']",US,['US'],,tt6408226,6.3,16459,32.566,6.1
tm351216,Joan Didion: The Center Will Not Hold,MOVIE,"Griffin Dunne’s years-in-the-making documentary portrait of his aunt Joan Didion moves with the spirit of her uncannily lucid writing: the film simultaneously expands and zeroes in, covering a vast stretch of turbulent cultural history with elegance and candor.",2017,,92,['documentation'],US,['US'],,tt7253506,7.4,2596,8.004,7
tm318200,Clive Davis: The Soundtrack of Our Lives,MOVIE,"The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between.",2017,PG-13,123,"['music', 'documentation']",US,['US'],,tt6494358,7.5,950,7.169,6.3
ts57464,Life Sentence,SHOW,"When Stella finds out her terminal cancer is cured, she's going to have to learn to live with all the choices she's made when she decided to ""live like she was dying"".",2018,TV-14,42,"['drama', 'comedy']",US,['US'],1,tt6088922,6.4,3855,8.064,6.5
ts58175,She's Gotta Have It,SHOW,"Nola Darling struggles to define herself and divide her time among her friends, job and three lovers. A new take on Spike Lee's film, in 10 episodes.",2017,TV-MA,32,['comedy'],US,['US'],2,tt0196291,6.8,4624,7.916,6.5
ts77525,The Toys That Made Us,SHOW,The minds behind history's most iconic toy franchises discuss the rise -- and sometimes fall -- of their billion-dollar creations.,2017,TV-14,45,"['documentation', 'comedy', 'history']",US,['US'],3,tt7053920,8,5545,8.534,7.6
ts58225,The Standups,SHOW,"Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",2017,TV-MA,30,['comedy'],US,['US'],3,tt15250768,6.6,1225,5.457,5.8
ts78231,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,A chronicle of the two major police investigations by LAPD Detective Greg Kading into the deaths of Tupac and The Notorious B.I.G.,2018,TV-MA,45,['crime'],US,['US'],1,tt6233618,7.8,7651,17.234,7.1
ts56594,Disjointed,SHOW,Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.,2017,TV-MA,27,['comedy'],US,['US'],2,tt5884792,6.8,9980,11.209,5.8
tm370232,We the Animals,MOVIE,"Manny, Joel and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah, the youngest, embraces an imagined world all his own.",2018,R,94,['drama'],US,['US'],,tt7681824,6.9,4181,7.888,6.5
ts57080,Spirit: Riding Free,SHOW,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.",2017,TV-Y7,23,"['action', 'animation', 'comedy', 'drama', 'family', 'western', 'documentation']",US,['US'],11,tt11942070,6.6,993,10.563,8.2
tm439484,Welcome Home,MOVIE,A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions.,2018,R,97,"['thriller', 'horror', 'drama']",US,['US'],,tt6829180,5.2,7387,38.136,5.2
tm271960,Midnight Sun,MOVIE,"MIDNIGHT SUN is a romantic tearjerker about 17-year-old Katie Price (Bella Thorne), sheltered at home since childhood with a rare genetic condition, a life-threatening sensitivity to sunlight. Having only her father Jack (Rob Riggle) for company, Katie's world opens up after dark when she ventures outside to play her guitar. One night, her dreams come true when she’s noticed and asked out by her longtime crush Charlie (Patrick Schwarzenegger), whom she’s secretly watched from her bedroom window for years. As they embark on nightly summer excursions, Katie’s risk to sunlight grows and she’s presented with the gut-wrenching dilemma of whether she can live a normal life with her newfound soul mate.",2018,PG-13,91,"['drama', 'romance', 'european']",US,['US'],,tt4799078,6.6,29565,39.39,7.8
tm349800,Unicorn Store,MOVIE,"A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.",2017,,92,"['fantasy', 'comedy', 'drama']",US,['US'],,tt2340044,5.5,19140,12.426,6
tm352588,Tau,MOVIE,"Held captive in a futuristic smart house, a woman hopes to escape by befriending the A.I. program that controls the house.",2018,R,97,"['thriller', 'scifi']",US,['US'],,tt4357394,5.8,30611,12.489,6.2
ts81885,The Good Cop,SHOW,"Honest cop Tony Jr. gets advice from his unscrupulous father, retired NYPD officer Tony Sr., about everything from his job to his love life.",2018,TV-PG,49,"['comedy', 'drama', 'crime', 'documentation']",US,['US'],1,tt7183074,6.9,5620,6.913,6.4
tm411415,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,"The story of Lynyrd Skynyrd; The Greatest American Rock Band Ever. We fly beyond Free Bird to celebrate the life & times of leader Ronnie Van Zant, from boogie-woogie beginnings in Jacksonville’s Shantytown to a tragic end in a Mississippi swamp.",2018,,94,"['documentation', 'music']",US,['US'],,tt6216786,7.9,1285,4.268,7.7
tm406881,Bathtubs Over Broadway,MOVIE,"When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever.",2018,PG-13,87,"['comedy', 'music', 'documentation']",US,['US'],,tt6029778,7.6,1065,4.324,8
tm307910,What the Health,MOVIE,"Filmmaker Kip Andersen uncovers the secret to preventing and even reversing chronic diseases, and he investigates why the nation's leading health organizations doesn't want people to know about it.",2017,,97,['documentation'],US,['US'],,tt5541848,7.4,28911,11.913,7
ts77799,Rotten,SHOW,This docuseries travels deep into the heart of the food supply chain to reveal unsavory truths and expose hidden forces that shape what we eat.,2018,TV-MA,56,['documentation'],US,['US'],2,tt7763662,7.2,3675,7.357,7.4
tm368241,Duck Butter,MOVIE,"Dissatisfied with the dishonesty they see in dating, strangers Naima and Sergio make a pact to spend 24 straight hours together in an attempt to fast forward their relationship.",2018,,94,"['drama', 'comedy', 'romance']",US,['US'],,tt6958014,5.3,3909,16.727,5.5
tm321596,The Long Dumb Road,MOVIE,Two guys serendipitously meet at a time when they both find themselves at personal crossroads and decide to embark on an unplanned road trip across the American Southwest.,2018,R,90,['comedy'],US,['US'],,tt4712076,6.1,3172,4.554,5.6
ts86945,Abby Hatcher,SHOW,"Abby Hatcher is part girl, part superhero; living in a world full of fuzzlies. When a fuzzly friend needs help, Abby takes action – going on a mission to make things right.",2018,TV-Y,20,"['fantasy', 'animation', 'comedy', 'family']",US,['US'],3,tt9433014,6.1,163,7.629,5.5
ts89069,LEGO Friends: Girls on a Mission,SHOW,"Meet Andrea, Mia, Emma, Olivia and Stephanie. They're five best friends. And they're on a heroic mission: to save Heartlake City from wily swindlers.",2018,TV-Y,11,['animation'],US,"['DK', 'US']",4,tt9327146,7.7,106,13.724,7.6
ts86814,Murder Mountain,SHOW,"In Humboldt County, California, the big business of legal marijuana brings in visitors from around the world. Some are never seen again.",2018,TV-MA,49,"['crime', 'documentation']",US,['US'],1,tt9078908,6.8,3045,2.988,7
tm308090,Bill Nye: Science Guy,MOVIE,"Bill Nye is retiring his kid show act in a bid to become more like his late professor, astronomer Carl Sagan. Sagan dreamed of launching a spacecraft that could revolutionize interplanetary exploration. Bill sets out to accomplish Sagan's mission, but he is pulled away when he is challenged by evolution and climate change contrarians to defend the scientific consensus. Can Bill show the world why science matters in a culture increasingly indifferent to evidence?",2017,,95,['documentation'],US,['US'],,tt4853154,6.5,1208,5.059,6.2
tm271959,Mr. Roosevelt,MOVIE,A young woman returns home and must confront her ex-boyfriend when an unexpected tragedy occurs.,2017,,90,['comedy'],US,['US'],,tt6212496,6.2,3320,5.449,6.1
tm411507,John Mulaney: Kid Gorgeous at Radio City,MOVIE,"John Mulaney relays stories from his childhood and ""SNL,"" eviscerates the value of college and laments getting older in this electric comedy special.",2018,R,65,['comedy'],US,['US'],,tt8271714,7.9,7696,7.358,8
tm245937,Win It All,MOVIE,A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his.,2017,,88,['comedy'],US,['US'],,tt3155328,6.2,9108,8.219,5.7
ts83745,Norm Macdonald Has a Show,SHOW,Comedian Norm Macdonald hosts his celebrity friends for casual conversations.,2018,,35,['comedy'],US,['US'],1,tt8139862,8.6,3473,4.609,8.2
ts82372,The Epic Tales of Captain Underpants,SHOW,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,2018,TV-Y7,24,"['animation', 'comedy', 'family', 'action']",US,['US'],4,tt7741830,6.7,879,11.325,8.8
ts79045,Ugly Delicious,SHOW,"Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub. All the flavor. None of the BS.",2018,TV-MA,51,['documentation'],US,['US'],2,tt7907916,7.8,3505,7.038,7.4
tm409766,In Darkness,MOVIE,A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,2018,,110,['thriller'],US,"['GB', 'US']",,tt5164184,5.7,13098,14.629,6
tm322243,Shimmer Lake,MOVIE,Shot in reverse day-by-day through a week—a local sheriff embarks on a quest to unlock the mystery of three small-town criminals and a bank heist gone wrong.,2017,,83,"['thriller', 'crime', 'drama']",US,"['CA', 'US']",,tt1386691,6.3,14098,14.776,5.9
ts55491,Somewhere Between,SHOW,"Laura Price, a local news producer in San Francisco, is helping the police to hunt down a serial killer. After the killer strikes close to home, a twist of fate allows a “Groundhog Day”-type reset, and Laura relives the week prior to the string of murders. Can she change fate and stop the killer?",2017,TV-14,42,"['crime', 'drama', 'scifi', 'thriller']",US,['US'],1,tt6467294,6.2,5746,15.625,6.6
ts77600,Hot Date,SHOW,"A sketch-comedy series that chronicles the social waters of dating, sex, marriage and diving into the ritual of romance. Based on the CollegeHumor webseries of the same name.",2017,TV-MA,19,['comedy'],US,['US'],2,tt7603386,7.1,616,1.662,6.6
tm406111,The Debt Collector,MOVIE,"A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected.",2018,,96,"['action', 'comedy']",US,"['GB', 'US']",,tt7448180,5.8,7344,37.827,5.9
tm357479,Day of the Dead: Bloodline,MOVIE,"In a world overrun by zombies, military personnel and survivalists live in an underground bunker while they seek a cure.",2017,R,90,"['horror', 'drama', 'scifi', 'thriller', 'action', 'european']",US,"['BG', 'US']",,tt3053228,3.4,11841,26.557,4.6
tm232965,Lovesong,MOVIE,"Neglected by her husband, Sarah embarks on an impromptu road trip with her young daughter and her best friend, Mindy. Along the way, the dynamic between the two friends intensifies before circumstances force them apart. Years later, Sarah attempts to rebuild their intimate connection in the days before Mindy’s wedding.",2017,,85,"['romance', 'drama']",US,['US'],,tt4305148,6.3,4908,8.31,5.7
tm431347,Reversing Roe,MOVIE,"Documentary that delves deep into the history of abortion law, revealing the contradictory ways in which women's bodies have been used to further political and ideological agendas.",2018,,99,['documentation'],US,['US'],,tt8948614,7.5,1281,7.687,7.5
tm285356,First They Killed My Father,MOVIE,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,2017,R,136,"['drama', 'history', 'war']",US,"['KH', 'US']",,tt4882376,7.2,17871,15.383,7.4
tm368040,The Titan,MOVIE,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",2018,R,97,"['thriller', 'fantasy', 'scifi', 'drama', 'romance']",US,"['US', 'GB', 'ES']",,tt6973848,4.8,30698,17.421,5.4
ts78299,Llama Llama,SHOW,"Llama, his family and his good friends have heart-warming adventures in a safe, friendly town. An animated show based on the award-winning books.",2018,TV-Y,15,"['animation', 'family']",US,['US'],2,tt4781350,6.5,270,3.459,7.8
tm285340,Girlfriend's Day,MOVIE,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",2017,,70,"['drama', 'comedy']",US,['US'],,tt2962984,5.2,4197,8.334,4.9
tm1883,Animal Crackers,MOVIE,A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,2017,PG,105,"['comedy', 'animation', 'family', 'fantasy']",US,"['CN', 'US', 'ES']",,tt4155534,5.8,3352,30.595,6.3
tm324870,Dude,MOVIE,Four best friends negotiate loss and major life changes during the last two weeks of high school.,2018,,90,"['comedy', 'drama']",US,['US'],,tt6151516,5.2,6873,10.632,5.5
tm326624,Unrest,MOVIE,"When Harvard PhD student Jennifer Brea is struck down at 28 by a fever that leaves her bedridden, doctors tell her it’s ""all in her head."" Determined to live, she sets out on a virtual journey to document her story—and four other families' stories—fighting a disease medicine forgot.",2017,,97,"['documentation', 'drama', 'history', 'romance', 'european']",US,"['GB', 'US', 'DK']",,tt6510268,7.6,2904,7.2,7.2
tm411958,Ibiza,MOVIE,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,2018,,94,"['comedy', 'romance']",US,['US'],,tt3685236,5.2,17194,11.273,5.8
tm270999,The Resurrection of Gavin Stone,MOVIE,"Gavin Stone, a washed-up former child star, is forced to do community service at a local megachurch and pretends to be Christian so he can land the part of Jesus in their annual Passion Play, only to discover that the most important role of his life is far from Hollywood.",2017,PG,91,"['drama', 'family', 'romance', 'comedy']",US,['US'],,tt4902904,6.2,2233,6.538,6.5
ts77755,Power Rangers Ninja Steel,SHOW,A new team of superhuman power rangers must work together and use their new ninja powers to prevent evil from dominating the human race and from destroying the planet earth and the universe,2017,TV-Y7,24,"['action', 'scifi', 'thriller', 'drama']",US,['US'],2,tt5335606,6.1,862,3.907,7.3
tm307612,Strong Island,MOVIE,"Examining the violent death of the filmmaker’s brother and the judicial system that allowed his killer to go free, this documentary interrogates murderous fear and racialized perception, and re-imagines the wreckage in catastrophe’s wake, challenging us to change.",2017,,107,"['documentation', 'crime']",US,['US'],,tt5873150,6.4,3849,5.146,6.3
tm353742,Bullet Head,MOVIE,A group of career criminals finds itself trapped in a warehouse with the law – and an Attack Dog named DeNiro closing in.,2017,R,93,"['thriller', 'crime', 'drama', 'european']",US,"['BG', 'US']",,tt6204340,5.4,9954,15.152,4.9
tm311789,The Most Hated Woman in America,MOVIE,"The true story of Madalyn Murray O'Hair -- iconoclast, opportunist, and outspoken atheist -- from her controversial rise to her untimely demise.",2017,,91,"['drama', 'history']",US,['US'],,tt4842646,6.1,6540,9.912,6.1
ts9075,The Fix,SHOW,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",2018,TV-MA,29,['comedy'],US,['US'],1,tt5960546,7,1895,2.243,6.4
tm348003,Acts of Vengeance,MOVIE,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.",2017,R,87,"['thriller', 'action', 'drama', 'crime', 'european']",US,"['BG', 'US']",,tt6288694,5.7,11971,26.746,5.9
ts95569,Rainbow Rangers,SHOW,"Inspired by the colors of the rainbow, seven magical girls from Kaleidoscopia are guardians of both nature and the Earth.",2018,TV-Y,22,"['family', 'fantasy', 'animation']",US,['US'],2,tt7967882,5.8,187,5.692,10
tm285295,Our Souls at Night,MOVIE,"Addie Moore and Louis Waters, a widow and widower, have lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbour.",2017,,101,"['drama', 'romance']",US,['US'],,tt5034266,6.9,13360,10.017,6.6
tm324124,"Oh, Hello on Broadway",MOVIE,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.",2017,,102,['comedy'],US,['US'],,tt6987652,7.7,3106,5.419,6.9
tm244519,Birth of the Dragon,MOVIE,"Set against the backdrop of San Francisco’s Chinatown, this cross-cultural biopic chronicles Bruce Lee’s emergence as a martial-arts superstar after his legendary secret showdown with fellow martial artist Wong Jack Man.",2017,PG-13,120,"['drama', 'action']",US,"['CN', 'US', 'CA']",,tt2720826,5.6,8112,21.99,5.8
tm260272,Little Evil,MOVIE,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",2017,,94,"['comedy', 'fantasy', 'horror']",US,['US'],,tt2937366,5.7,21009,11.404,5.6
tm347530,Gaga: Five Foot Two,MOVIE,Go behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.,2017,,100,"['music', 'documentation']",US,['US'],,tt7291268,7,12825,11.642,7.5
ts90594,Barbie: Dreamhouse Adventures,SHOW,"Barbie, her sisters, friends and neighbour Ken share vlogs filmed in her Dreamhouse.",2018,TV-Y,22,"['comedy', 'family', 'animation']",US,['US'],5,tt7661472,6.7,525,34.003,8.1
tm344886,The Angel,MOVIE,"True story of Ashraf Marwan, who was President Nasser's son-in-law and special adviser and confidant to his successor Anwar Sadat - while simultaneously Israeli Intelligence's most precious asset of the 20th century. Based on NYT bestselling book 'The Angel: The Egyptian Spy Who Saved Israel' by Uri Bar-Joseph.",2018,,114,"['thriller', 'action', 'drama']",US,"['IL', 'MA', 'US', 'BG', 'GB']",,tt5968274,6.6,14013,9.704,6.7
ts85034,Patriot Act with Hasan Minhaj,SHOW,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",2018,TV-MA,25,['comedy'],US,['US'],6,tt8080054,8.2,7222,9.602,7.3
tm365122,Benji,MOVIE,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",2018,PG,87,"['crime', 'drama', 'family']",US,"['US', 'AE']",,tt1799516,6.3,4544,12.438,7
tm320670,White Fang,MOVIE,A loyal wolfdog’s curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,2018,PG,87,"['animation', 'drama', 'western', 'european']",US,"['FR', 'LU', 'US']",,tt7016508,6.9,3634,15.195,7.3
ts81918,Sugar Rush,SHOW,"A relentlessly fast-paced baking competition that challenges brilliant bakers to create sweet treats that look and taste amazing – all against the clock. Who will race to the finish and win $10,000?",2018,TV-PG,51,['reality'],US,['US'],3,tt8680560,7,1508,13.058,7
ts56718,El Chapo,SHOW,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power of during the '90s and his ultimate downfall in 2016.",2017,TV-MA,44,"['drama', 'action', 'history', 'crime']",US,['US'],3,tt6692188,7.8,17992,121.756,7.5
ts75477,The Confession Tapes,SHOW,"This true crime documentary series investigates cases where people convicted of murder claim their confessions were coerced, involuntary or false.",2017,TV-MA,43,"['documentation', 'crime']",US,['US'],2,tt7349602,7.5,5340,8.084,7.4
tm425732,The Land of Steady Habits,MOVIE,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",2018,,98,"['drama', 'comedy']",US,['US'],,tt6485928,6.2,7566,9.06,5.4
ts77545,Dope,SHOW,"Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",2017,TV-MA,48,"['war', 'crime', 'documentation', 'thriller', 'comedy', 'drama']",US,['US'],3,tt7782022,7.3,1643,17.665,7.2
ts83540,Paradise PD,SHOW,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.",2018,TV-MA,27,"['comedy', 'crime', 'animation', 'action']",US,['US'],3,tt8235236,6.8,17779,39.351,7.6
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,"Comedians and writers Steve Martin and Martin Short perform a live comedy set with music by The Steep Canyon Rangers and jazz pianist, Jeff Babko, at the Peace Center in Greenville, South Carolina.",2018,,74,"['comedy', 'music', 'documentation']",US,['US'],,tt8075256,7.1,2556,4.985,6.6
tm285171,Clinical,MOVIE,"A psychiatrist tries to put her life back together after a violent attack by seeking to repair the life of a new patient, but he has his own terrifying history.",2017,,104,"['thriller', 'horror']",US,['US'],,tt5577742,5.1,7904,14.594,5.3
tm420656,Reprisal,MOVIE,"Jacob, a bank manager haunted by a violent heist that took the life of a coworker, teams up with his ex-cop neighbor, James, to bring down the assailant. While the two men work together to figure out the thief’s next move, Gabriel, the highly-trained criminal, is one step ahead. When Gabriel kidnaps Jacob’s wife and daughter, Jacob barrels down a path of bloodshed that initiates an explosive counterattack and brings all three men to the breaking point.",2018,R,89,"['action', 'thriller', 'crime', 'drama']",US,"['GB', 'US']",,tt6547170,4.2,7248,19.743,5.3
tm420334,Like Father,MOVIE,"When a workaholic young executive, is left at the altar, she ends up on her Caribbean honeymoon cruise with the last person she ever expected: her estranged and equally workaholic father. The two depart as strangers, but over the course of a few hilarious adventures, a couple of umbrella-clad cocktails and a whole lot of soul-searching, they return with a renewed appreciation for family and life.",2018,R,103,"['comedy', 'drama']",US,['US'],,tt7170950,6.1,21202,9.294,6.3
tm357820,The Open House,MOVIE,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,2018,,94,"['horror', 'thriller']",US,['US'],,tt7608028,3.2,33769,10.26,3.7
tm244521,Catfight,MOVIE,The rivalry between two former college friends comes to a head when they both attend the same glamorous event.,2017,,96,"['comedy', 'drama', 'action']",US,['US'],,tt5294198,5.9,6251,8.919,5.5
ts84645,Medal of Honor,SHOW,"Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories.",2018,TV-MA,55,"['documentation', 'war']",US,['US'],1,tt7440274,8.2,1687,8.526,8.7
tm419733,"My Teacher, My Obsession",MOVIE,"Riley is struggling to make friends after transferring to a new high school where her father, Chris, is an English teacher. When she meets Kyla, they quickly becomes close friends. However, the friendship takes a strange turn when Riley learns that Kyla is obsessed with her dad. Will Kyla successfully seduce Chris and start a twisted new life with him by removing everyone in her path, or will Riley be able to save her father from Kyla’s treacherous plot before it’s too late?",2018,,105,"['thriller', 'drama']",US,['US'],,tt6997574,4.4,2289,20.215,4.9
tm315850,Take Me,MOVIE,Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a weekend kidnapping with a handsome payday at the end. But the job isn't all that it seems.,2017,,83,"['comedy', 'crime', 'thriller']",US,['US'],,tt6598734,6.1,5566,8.559,5.7
tm436844,The Christmas Chronicles,MOVIE,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",2018,PG,104,"['fantasy', 'family', 'comedy']",US,['US'],,tt2990140,7,71182,24.184,7.1
tm285649,The Ottoman Lieutenant,MOVIE,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.",2017,R,111,"['drama', 'war']",US,"['TR', 'US']",,tt4943322,6.4,25582,16.645,6.1
tm306811,Casting JonBenet,MOVIE,"Twenty years after the modern world's most notorious child murder, the legacy of the crime and its impact are explored.",2017,,81,"['crime', 'documentation', 'drama']",US,"['US', 'AU']",,tt6333052,6.1,5384,10.671,5.7
tm351214,Long Shot,MOVIE,"When Juan Catalan is arrested for a murder he insists he didn't commit, he builds his case for innocence around unexpected raw footage.",2017,,40,"['documentation', 'crime', 'sport']",US,['US'],,tt7344360,7.4,7734,8.496,7.2
tm347821,Outside In,MOVIE,An ex-con struggling to readjust to life in his small town forms an intense bond with his former high-school teacher.,2018,,109,['drama'],US,['US'],,tt7260048,6.7,4611,5.153,6.2
tm327199,The Saint,MOVIE,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",2017,PG-13,92,"['crime', 'action']",US,['US'],,tt2569088,4.9,6555,20.193,5.3
tm352774,Voyeur,MOVIE,"Journalism icon Gay Talese reports on Gerald Foos, the Colorado motel owner who allegedly secretly watched his guests with the aid of specially designed ceiling vents, peering down from an ""observation platform"" he built in the motel's attic.",2017,R,95,"['documentation', 'crime', 'drama']",US,['US'],,tt3465276,6.2,5922,8.997,6
ts321277,Daniel Sloss: Live Shows,SHOW,"Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.",2018,TV-MA,60,['comedy'],US,['US'],1,tt8858472,8.5,3387,3.355,8.4
tm313974,Get Me Roger Stone,MOVIE,"From his days of testifying at the Watergate hearings to advising recent presidential candidate Donald Trump, Roger Stone has long offended people on both sides of the political fence as a force in conservative America. Outspoken author, pundit, ahead of his time election strategist, this is his story.",2017,,100,"['history', 'documentation']",US,['US'],,tt6714534,7.4,7333,7.365,7
tm305437,Hey Arnold! The Jungle Movie,MOVIE,"When their trip to San Lorenzo takes a turn for the worst, Arnold and his classmate’s only hope of getting home is retracing the dangerous path that led to Arnold's parents' disappearance.",2017,,81,"['comedy', 'animation', 'action', 'family', 'fantasy']",US,['US'],,tt5257726,7.5,3139,20.281,7.7
tm369179,Irreplaceable You,MOVIE,A couple who have known each other since 8 are destined to be together until death do them apart.,2018,,96,"['drama', 'comedy', 'romance']",US,['US'],,tt6119856,6.4,9442,18.453,7
ts57985,Free Rein,SHOW,"A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",2017,TV-G,28,"['comedy', 'drama', 'family', 'action', 'documentation']",US,['US'],3,tt6928052,7,2062,48.156,7.8
tm307515,Amar,MOVIE,"Laura and Carlos love each other as if every day was the last, and perhaps that first love intensity is what will tear them apart a year later.",2017,,105,"['romance', 'drama', 'european']",US,"['ES', 'US']",,tt5479616,5.1,4397,5.262,5
tm219252,Carrie Pilby,MOVIE,"Awkward, isolated and disapproving of most of the people around her, a precocious 19-year-old genius is challenged to put her convictions to the test by venturing out on to the NYC dating scene.",2017,,98,"['comedy', 'drama']",US,['US'],,tt6189446,6.7,11311,12.509,7
tm290831,Fun Mom Dinner,MOVIE,"Four women, whose kids attend the same preschool class, get together for a ""fun mom dinner"". When the night takes an unexpected turn, these unlikely new friends realize they have more in common than just marriage and motherhood.",2017,R,81,['comedy'],US,['US'],,tt6174314,5.3,5509,14.054,5.7
ts85967,Bumping Mics with Jeff Ross & Dave Attell,SHOW,"When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend.",2018,TV-MA,34,['comedy'],US,['US'],1,tt9203078,7.7,1145,1.542,7.8
tm445735,Springsteen On Broadway,MOVIE,"Springsteen on Broadway is a solo acoustic performance written and performed by Tony Award, Academy Award, and 20-time Grammy Award winner Bruce Springsteen. Based on his worldwide best-selling autobiography 'Born to Run,' Springsteen on Broadway is a unique evening with Bruce, his guitar, a piano, and his very personal stories. In addition, it features a special appearance by Patti Scialfa. Netflix will allow global audiences to see the show critics have been raving about from anywhere they are.",2018,,153,"['documentation', 'music']",US,['US'],,tt8716334,8.5,2178,5.263,8
