id,title,type,description,release_year,age_certification,runtime,genres,contains_US,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts300399,Five Came Back: The Reference Films,SHOW,"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""",1945,TV-MA,48,['documentation'],US,['US'],1,,,,0.6,
tm84618,Taxi Driver,MOVIE,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action, attempting to save a preadolescent prostitute in the process.",1976,R,113,"['crime', 'drama']",US,['US'],,tt0075314,8.3,795222,27.612,8.2
tm190788,The Exorcist,MOVIE,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",1973,R,133,['horror'],US,['US'],,tt0070047,8.1,391942,95.337,7.7
tm14873,Dirty Harry,MOVIE,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",1971,R,102,"['thriller', 'crime', 'action']",US,['US'],,tt0066999,7.7,153463,14.745,7.5
tm185072,My Fair Lady,MOVIE,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,1964,G,170,"['drama', 'music', 'romance', 'family']",US,['US'],,tt0058385,7.8,94121,15.949,7.6
tm98978,The Blue Lagoon,MOVIE,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",1980,R,104,"['romance', 'drama']",US,['US'],,tt0080453,5.8,69053,44.038,6.2
tm119281,Bonnie and Clyde,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,R,110,"['drama', 'crime', 'action']",US,['US'],,tt0061418,7.7,111189,15.309,7.5
tm67378,The Professionals,MOVIE,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,1966,PG-13,117,"['western', 'action', 'european']",US,['US'],,tt0060862,7.3,16168,12.155,7.1
tm44204,The Guns of Navarone,MOVIE,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",1961,,158,"['war', 'action', 'drama']",US,"['US', 'GB']",,tt0054953,7.5,50150,15.405,7.4
tm69997,Richard Pryor: Live in Concert,MOVIE,"Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",1979,R,78,"['comedy', 'documentation']",US,['US'],,tt0079807,8.1,5141,4.681,7.5
tm96649,The Long Riders,MOVIE,"The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",1980,R,99,"['western', 'crime']",US,['US'],,tt0081071,6.9,11329,8.808,6.6
tm16479,White Christmas,MOVIE,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,1954,,115,"['romance', 'comedy', 'music']",US,['US'],,tt0047673,7.5,42373,9.71,7.2
tm14491,The Queen,MOVIE,"In 1967, New York City is host to the Miss All-American Camp Beauty Pageant. This documentary takes a look behind the scenes, transporting the viewer into rehearsals and dressing rooms as the drag queen subculture prepares for this big national beauty contest. Jack/Sabrina is the mistress of ceremonies, and their protégé, Miss Harlow, is in the competition. But, as the pageant approaches, the glamorous contestants veer from camaraderie to tension.",1968,,68,['documentation'],US,['US'],,tt0183686,7.2,1117,2.419,6.5
tm156453,FTA,MOVIE,"A documentary about a political troupe headed by actors Jane Fonda and Donald Sutherland which traveled to towns near military bases in the US in the early 1970s. The group put on shows called ""F.T.A."", which stood for ""F**k the Army"", and was aimed at convincing soldiers to voice their opposition to the Vietnam War, which was raging at the time. Various singers, actors and other entertainers performed antiwar songs and skits during the show.",1972,R,97,"['comedy', 'documentation', 'music']",US,['US'],,tt0068562,6.2,411,2.466,6.1
tm119776,Top Gun,MOVIE,"A heart-pounding combination of action, music and incredible aerial photography helped make Top Gun the blockbuster hit. of 1986. Top Gun takes a look at the danger and excitement that awaits every pilot at the Navy's prestigious fighter weapons school. Tom Cruise is superb as Lt. Pete ""Maverick"" Mitchell, a daring young flyer who's out to become the best. And Kelly McGillis sizzles as the civilian instructor who teaches Maverick a few things you can't learn in a classroom.",1986,PG,110,"['drama', 'action']",US,['US'],,tt0092099,6.9,329656,112.137,7
ts20681,Seinfeld,SHOW,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,TV-PG,24,['comedy'],US,['US'],9,tt0098904,8.9,302700,128.743,8.3
tm111075,Stand by Me,MOVIE,"Gordie, Chris, Teddy and Vern are four friends who decide to hike to find the corpse of Ray Brower, a local teenager, who was hit by a train while plucking blueberries in the wild.",1986,R,89,['drama'],US,['US'],,tt0092005,8.1,392790,16.096,7.9
tm180542,Once Upon a Time in America,MOVIE,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984,R,229,"['drama', 'crime', 'european']",US,"['US', 'IT']",,tt0087843,8.3,342335,21.322,8.4
tm138875,When Harry Met Sally...,MOVIE,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989,R,96,"['romance', 'comedy', 'drama']",US,['US'],,tt0098635,7.7,212913,16.005,7.4
tm155792,Teenage Mutant Ninja Turtles,MOVIE,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",1990,PG,93,"['scifi', 'action', 'comedy', 'family']",US,"['HK', 'US']",,tt0100758,6.7,92647,22.75,6.6
tm22327,Full Metal Jacket,MOVIE,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,R,116,"['drama', 'war']",US,"['GB', 'US']",,tt0093058,8.3,723306,36.502,8.1
tm54450,Christine,MOVIE,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",1983,R,90,"['horror', 'thriller', 'european']",US,['US'],,tt0085333,6.7,80945,19.311,6.8
tm2386,A Nightmare on Elm Street,MOVIE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,R,91,['horror'],US,['US'],,tt0087800,7.4,230543,53.853,7.3
ts22082,Knight Rider,SHOW,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",1982,TV-PG,51,"['action', 'scifi', 'crime', 'drama']",US,['US'],4,tt0083437,6.9,33760,44.378,7.5
tm145608,Awakenings,MOVIE,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",1990,PG-13,120,"['drama', 'european']",US,['US'],,tt0099077,7.8,137549,13.761,7.8
tm41289,Annie,MOVIE,"An orphan in a facility run by the mean Miss Hannigan, Annie believes that her parents left her there by mistake. When a rich man named Oliver ""Daddy"" Warbucks decides to let an orphan live at his home to promote his image, Annie is selected. While Annie gets accustomed to living in Warbucks' mansion, she still longs to meet her parents. So Warbucks announces a search for them and a reward, which brings out many frauds.",1982,PG,127,"['drama', 'family', 'comedy']",US,['US'],,tt0083564,6.6,44866,15.857,6.5
tm132694,Pet Sematary,MOVIE,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",1989,R,103,"['horror', 'fantasy', 'thriller']",US,['US'],,tt0098084,6.5,102212,32.854,6.6
ts20678,Saved by the Bell,SHOW,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",1989,TV-G,23,"['comedy', 'romance', 'family']",US,['US'],5,tt0096694,7.1,34854,16.945,8
tm117580,She's Gotta Have It,MOVIE,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",1986,R,84,"['comedy', 'romance']",US,['US'],,tt0091939,6.7,14277,6.212,6.7
tm20712,Eddie Murphy Raw,MOVIE,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",1987,R,93,"['comedy', 'documentation']",US,['US'],,tt0092948,7.6,19646,9.727,7.3
tm130586,Endless Love,MOVIE,"Two young kids fall in love with each other. But the passion is too consuming for the parents of Jade. The parents try to stop them from seeing each other. But when this doesn't work, David burns down the house and is sent away. This doesn't stop him from seeing her. When he gets out he goes to look for her. But the passion for his first love is too strong and she has to leave.",1981,R,116,"['drama', 'romance']",US,['US'],,tt0082329,4.9,8374,19.518,5.6
ts25028,Wheel of Fortune,SHOW,"This game show sees contestants solve word puzzles, similar to those used in Hangman, to win cash and prizes determined by spinning a giant carnival wheel.",1983,TV-G,26,['family'],US,['US'],39,tt0072584,6.7,3126,1440.855,6.7
ts23753,Major Dad,SHOW,"Major Dad is an American sitcom created by Richard C. Okie and John G. Stephens, developed by Earl Pomerantz, that originally ran from 1989 to 1993 on CBS, starring Gerald McRaney as Major John D. MacGillis and Shanna Reed as his wife Polly. The cast also includes Beverly Archer, Matt Mulhern, Jon Cypher, Marisa Ryan, Nicole Dubuc and Chelsea Hertford.",1989,TV-PG,24,"['comedy', 'family']",US,['US'],4,tt0096643,6.4,2866,7.506,6.3
tm21953,Sam Kinison: Breaking the Rules,MOVIE,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more.",1987,R,50,"['comedy', 'documentation']",US,['US'],,tt0307403,7.2,651,1.791,7.2
tm152839,Tim Allen: Men Are Pigs,MOVIE,"Comedian Tim Allen shares his enthusiasm for power tools, automobiles, grunting, and the myriad obsessions of the American male in this special for the Showtime premium cable network, which was aired a few years before he rose to stardom with the television sitcom Home Improvement.",1990,,30,"['comedy', 'documentation']",US,['US'],,tt0259057,6,353,1.46,6.3
tm114356,The George McKenna Story,MOVIE,"Washington plays a school principal in a tough inner city Los Angeles high school out to rid it of drugs, gangs, low moral of teachers, and restore educational values.",1988,,100,['drama'],US,['US'],,tt0091106,6,901,1.631,6.1
tm147829,Unspeakable Acts,MOVIE,Two psychologist try to demonstrate that a man is a pedophile and has abused many children.,1990,,100,['drama'],US,['US'],,tt0100848,6,448,2.596,5.3
tm38736,Too Young The Hero,MOVIE,"TV movie based upon the true story of Calvin Graham, who, as a 12 year old boy, enlisted in the US Navy during WWII.",1988,,100,"['drama', 'war']",US,['US'],,tt0096286,6.7,494,1.291,6.9
tm258072,Adam: His Song Continues,MOVIE,"Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.",1986,,100,"['crime', 'drama']",US,['US'],,tt0090589,7,209,2.203,7
tm137013,The Ryan White Story,MOVIE,"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",1989,,102,['drama'],US,['US'],,tt0098237,7.2,857,1.714,6.4
tm157853,In Defense of a Married Man,MOVIE,"When a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. Can she overcome his betrayal while searching for the truth?",1990,,94,"['drama', 'crime']",US,['US'],,tt0099833,5.6,200,2.768,4.9
tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,"Film that tells the story of Los Gatos (California) high school football coach Charlie Wedemeyer. At 31, onetime football pro Wedemeyer is living the American dream; a winning team, a happy marriage and public adulation.",1988,,100,['drama'],US,['US'],,tt0095945,7.1,144,2.673,8
tm24110,Strange Voices,MOVIE,A family begins to fall apart when their eldest daughter is diagnosed with schizophrenia.,1987,,100,['drama'],US,['US'],,tt0094052,6.3,357,2.564,6.8
tm51083,A Stoning in Fulham County,MOVIE,Religious beliefs clash with the law when an Amish infant is killed in a rural community.,1988,,120,"['crime', 'drama', 'thriller']",US,['US'],,tt0096179,5.8,380,1.509,5.8
tm132164,Bill Hicks: Sane Man,MOVIE,"Sane Man was filmed before Bill recorded ‘Dangerous’, his first comedy album, and is a turning point in Hicks’ career. It was the first complete Hicks show ever filmed and Bill pulled out all the stops for the cameras. Completely focused, a newly-sober Hicks paces the stage like a wild animal riffing effortless.",1989,R,81,['comedy'],US,['US'],,,,,3.245,7.5
ts63001,High Risk,SHOW,"High Risk is a program aired by the CBS television network as part of its 1988 fall lineup.

The genesis of High Risk was a 1988 strike by members of both the Writers Guild of America, East and Writers Guild of America, west against the Alliance of Motion Picture and Television Producers. Unable to produce regular, scripted series, programs such as High Risk were put together to serve as replacements under fear of a two-year lockout.

The CBS 100% in-house production featured ""high-risk"" stunts and jobs such as Border Patrol agent, automobile repo men, cave explorers, and thrilling roller-coaster testers.

Intended as a two-year commitment, strike or no strike, High Risk received unanimous condemnations and was cancelled after being presented for one night. The show was hosted by Wayne Rogers.",1988,TV-PG,50,['comedy'],US,['US'],1,tt0094478,3.8,6,0.6,
tm11556,The Quick and the Dead,MOVIE,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",1995,R,107,"['western', 'thriller', 'action', 'romance']",US,"['US', 'JP']",,tt0114214,6.5,92224,17.543,6.5
ts20981,Survivor,SHOW,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",2000,TV-PG,48,['reality'],US,['US'],42,tt0239195,7.4,24368,73.107,7.3
ts22176,Stargate SG-1,SHOW,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",1997,TV-PG,44,"['scifi', 'drama', 'action']",US,"['US', 'CA']",10,tt0118480,8.4,90196,167.57,8.2
tm122434,Forrest Gump,MOVIE,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",1994,PG-13,142,"['drama', 'romance', 'comedy']",US,['US'],,tt0109830,8.8,1994599,57.114,8.5
tm106462,Happy Gilmore,MOVIE,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",1996,PG-13,92,"['comedy', 'sport']",US,['US'],,tt0116483,7,217534,16.583,6.6
tm57554,Saving Private Ryan,MOVIE,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",1998,R,169,"['drama', 'war']",US,['US'],,tt0120815,8.6,1346020,54.874,8.2
ts20927,Star Trek: Deep Space Nine,SHOW,"At Deep Space Nine, a space station located next to a wormhole in the vicinity of the liberated planet of Bajor, Commander Sisko and crew welcome alien visitors, root out evildoers and solve all types of unexpected problems that come their way.",1993,TV-PG,47,"['scifi', 'action', 'drama']",US,['US'],7,tt0106145,8.1,61145,61.159,7.9
ts5145,The Challenge,SHOW,"Each Challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.",1998,TV-14,40,"['reality', 'comedy', 'drama', 'scifi']",US,['US'],37,tt0176095,7.8,3274,15.699,7.6
tm192405,Gattaca,MOVIE,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",1997,PG-13,106,"['thriller', 'drama', 'scifi']",US,['US'],,tt0119177,7.8,298168,18.355,7.6
ts21567,Gilmore Girls,SHOW,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",2000,TV-14,46,"['comedy', 'drama']",US,['US'],8,tt0238784,8.2,119054,51.125,7.8
tm55553,Blade,MOVIE,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",1998,R,120,"['action', 'scifi', 'horror']",US,['US'],,tt0120611,7.1,267181,47.411,6.7
tm56574,You've Got Mail,MOVIE,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet—both blissfully unaware that he's trying to put her out of business.",1998,PG,119,"['romance', 'drama', 'comedy']",US,['US'],,tt0128853,6.7,209258,15.015,6.6
tm192037,Starship Troopers,MOVIE,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",1997,R,129,"['scifi', 'thriller', 'action']",US,['US'],,tt0120201,7.3,288960,22.126,7
ts22193,The Magic School Bus,SHOW,An eccentric schoolteacher takes her class on wondrous educational field trips with the help of a magical school bus.,1994,TV-Y,26,"['scifi', 'comedy', 'family', 'fantasy', 'animation']",US,"['US', 'CA']",4,tt0108847,7.8,9708,30.176,7.9
tm191989,Donnie Brasco,MOVIE,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,1997,R,127,"['thriller', 'drama', 'crime']",US,['US'],,tt0119008,7.7,300073,14.769,7.5
ts20960,Power Rangers,SHOW,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",1993,TV-Y7,22,"['scifi', 'action', 'fantasy', 'family']",US,['US'],29,tt0106064,6.5,21949,21.083,6.7
tm65686,U.S. Marshals,MOVIE,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",1998,PG-13,126,"['thriller', 'crime', 'action']",US,['US'],,tt0120873,6.5,103263,28.657,6.5
ts11397,Adventures of Sonic the Hedgehog,SHOW,"Follow the adventures of Sonic the Hedgehog, and his sidekick Tails, as they attempt to stop Dr. Robotnik and his array of robots from taking over the planet Mobius.",1993,TV-Y7,22,"['action', 'animation', 'scifi', 'western', 'fantasy', 'comedy', 'family']",US,['US'],4,tt0222518,6.2,3808,23.374,6.2
tm54903,Wild Things,MOVIE,"When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",1998,R,108,"['drama', 'thriller', 'crime', 'european']",US,['US'],,tt0194542,6.6,118811,22.205,6.3
tm187187,Last Action Hero,MOVIE,"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",1993,PG-13,130,"['comedy', 'action', 'fantasy']",US,['US'],,tt0107362,6.4,149290,18.865,6.4
tm191772,Seven Years in Tibet,MOVIE,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",1997,PG-13,136,"['drama', 'history', 'war']",US,['US'],,tt0120102,7.1,141308,14.442,7.2
tm191848,The Devil's Advocate,MOVIE,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.",1997,,144,"['horror', 'thriller', 'drama']",US,"['DE', 'US']",,tt0118971,7.5,361422,34.774,7.4
tm121879,A River Runs Through It,MOVIE,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",1992,PG,123,['drama'],US,['US'],,tt0105265,7.2,59086,16.558,7.1
tm44402,"Girl, Interrupted",MOVIE,"Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",1999,R,127,"['drama', 'european']",US,"['US', 'DE']",,tt0172493,7.3,180532,17.613,7.5
ts22489,Goosebumps,SHOW,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",1995,TV-PG,22,"['scifi', 'fantasy', 'horror', 'thriller', 'family', 'music']",US,"['CA', 'US']",4,tt0111987,7.6,13361,88.924,8
tm53419,Any Given Sunday,MOVIE,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the ageing coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove herself in a male dominated world.,1999,R,162,"['drama', 'sport']",US,['US'],,tt0146838,6.9,118479,13.825,6.8
tm189764,Menace II Society,MOVIE,"Sobering and incisive, this cautionary drama centers on a street tough 18-year-old facing a moral quandary while trying to turn his life around.",1993,R,97,"['drama', 'crime', 'thriller']",US,['US'],,tt0107554,7.5,57399,15.347,7.5
tm9323,Desperado,MOVIE,"Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own.",1995,R,104,"['thriller', 'action', 'crime', 'western', 'european']",US,['US'],,tt0112851,7.1,183638,19.718,6.9
tm46173,The Mask of Zorro,MOVIE,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",1998,PG-13,136,"['action', 'thriller', 'western', 'comedy', 'romance']",US,['US'],,tt0120746,6.8,181306,25.426,6.5
tm19673,The Patriot,MOVIE,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",2000,R,165,"['drama', 'action', 'history', 'war']",US,"['DE', 'US']",,tt0187393,7.2,270231,20.438,7.1
tm24877,Road Trip,MOVIE,"From the director of the Hangover trilogy and Joker, Road Trip is a raunchy college comedy classic.  After an Ithaca college student films his one-night stand with a beautiful sorority girl, he discovers one of his friends has accidentally mailed the homemade porn tape to his girlfriend. In a frenzy, he must borrow a car and hit the road in a desperate bid to intercept the tape.  Featuring a talented cast that includes Breckin Meyer, Rachel Blanchard, Seann William Scott, Amy Smart, Fred Ward, Tom Green, Anthony Rapp, Andy Dick, and Ethan Suplee.",2000,R,93,['comedy'],US,['US'],,tt0215129,6.5,167670,16.989,6.2
tm189433,Free Willy,MOVIE,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",1993,PG,112,"['drama', 'family']",US,"['US', 'FR']",,tt0106965,6,75244,31.688,6.2
tm1822,3 Ninjas Kick Back,MOVIE,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",1994,PG,93,"['action', 'comedy', 'family', 'sport']",US,"['US', 'JP']",,tt15327306,4.5,9208,9.773,5.5
tm187791,In the Line of Fire,MOVIE,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",1993,R,128,"['drama', 'thriller', 'action', 'crime']",US,['US'],,tt0107206,7.2,101939,15.02,7
tm19494,The Replacements,MOVIE,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",2000,PG-13,118,"['comedy', 'sport']",US,['US'],,tt0191397,6.6,64087,13.465,6.6
tm10739,Johnny Mnemonic,MOVIE,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",1995,R,97,"['scifi', 'thriller', 'action', 'drama']",US,"['US', 'CA']",,tt0113481,5.6,71062,11.747,5.7
tm113576,Little Women,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994,PG,115,"['drama', 'family', 'romance']",US,['US'],,tt0110367,7.3,57621,17.027,7.3
